txn_ref,occurred_at,type,issue_type,order_code,item_code,issue_pool,qty,uom,rate,entered_by,authorized_by,remarks,colour_ref,batch_ref,external_ref
TXN-260902-692,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2272,Paint Mixing,-2.47,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 7533 C,,
TXN-260902-693,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2271,Paint Mixing,-4.94,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 7533 C,,
TXN-260902-694,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2241,Paint Mixing,-12.36,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 7533 C,,
TXN-260902-695,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2354,Paint Matt Agent,-66,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260902-696,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2352,Paint Harnder,-66,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260902-697,2026-09-02 03:07:14,issue,bom,BS-SM-16458-B (Bulk),2355,Paint Thinner,-54,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260902-698,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2245 / 2673,Paint Mixing,-7,Gram,9.75,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-699,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2699,Paint Mixing,-36,Gram,6.93,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-700,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2764,Paint Mixing,-89,Gram,6.04,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-701,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2253,Paint Mixing,-20,Gram,9.04,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-702,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2257,Paint Mixing,-45,Gram,9.2,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-703,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2271,Paint Mixing,-31,Gram,9.04,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-704,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2241,Paint Mixing,-64,Gram,9.04,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-705,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2764,Paint Mixing,-16,Gram,6.04,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-706,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2350,Paint Mixing,-35,Gram,6.44,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,PANTONE 7586C,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-707,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2354,Paint Matt Agent,-44.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-708,2026-09-02 03:48:29,issue,bom,BS-LHET-354-B,2354,Paint Matt Agent,-44.5,Gram,5.19,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-709,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2352,Paint Harnder,-44.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-710,2026-09-02 03:48:29,issue,bom,BS-LHET-354-B,2352,Paint Harnder,-44.5,Gram,5.81,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-711,2026-09-02 03:48:29,issue,bom,BS-LHET-354-A,2355,Paint Thinner,-36,Gram,1.67,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-712,2026-09-02 03:48:29,issue,bom,BS-LHET-354-B,2355,Paint Thinner,-36,Gram,1.67,malikhashir85858@gmail.com,,Variance: extra mixing made over the bom,,BATCH-260902-154829 (BS-LHET-354-A + BS-LHET-354-B),
TXN-260902-713,2026-09-02 04:02:26,issue,bom,Gift-54,2350,Paint Mixing,-31,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 6118 C,,
TXN-260902-714,2026-09-02 04:02:26,issue,bom,Gift-54,2353,Paint Mixing,-46,Gram,12.42,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 6118 C,,
TXN-260902-715,2026-09-02 04:02:26,issue,bom,Gift-54,2245 / 2673,Paint Mixing,-2,Gram,9.75,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 6118 C,,
TXN-260902-716,2026-09-02 04:02:26,issue,bom,Gift-54,2271,Paint Mixing,-78,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 6118 C,,
TXN-260902-717,2026-09-02 04:02:26,issue,bom,Gift-54,2764,Paint Mixing,-1,Gram,6.04,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,PANTONE 6118 C,,
TXN-260902-718,2026-09-02 04:02:26,issue,bom,Gift-54,2354,Paint Matt Agent,-75,Gram,5.19,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260902-719,2026-09-02 04:02:26,issue,bom,Gift-54,2352,Paint Harnder,-75,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260902-720,2026-09-02 04:02:26,issue,bom,Gift-54,2355,Paint Thinner,-100,Gram,1.67,malikhashir85858@gmail.com,,Variance: DUE TO 2 SHADES,,,
TXN-260902-721,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2350,Paint Mixing,-22,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 485 C,,
TXN-260902-722,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2271,Paint Mixing,-25,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 485 C,,
TXN-260902-723,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2257,Paint Mixing,-11,Gram,9.2,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 485 C,,
TXN-260902-724,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2245 / 2673,Paint Mixing,-58,Gram,9.75,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 485 C,,
TXN-260902-725,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2764,Paint Mixing,-66,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 485 C,,
TXN-260902-726,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2354,Paint Matt Agent,-138,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260902-727,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2352,Paint Harnder,-138,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260902-728,2026-09-02 04:11:44,issue,bom,BS-ET-16471,2355,Paint Thinner,-112,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260903-729,2026-09-02 22:17:52,receipt,,,2271,Paint Mixing,900,Gram,9.04,malikhashir85858@gmail.com,,,,,2930
TXN-260903-730,2026-09-02 22:19:10,receipt,,,2764,Paint Mixing,900,Gram,6.04,malikhashir85858@gmail.com,,,,,2931
TXN-260903-731,2026-09-02 22:19:10,receipt,,,2352,Paint Harnder,900,Gram,5.81,malikhashir85858@gmail.com,,,,,2931
TXN-260903-732,2026-09-02 22:19:10,receipt,,,2354,Paint Matt Agent,900,Gram,5.19,malikhashir85858@gmail.com,,,,,2931
TXN-260903-733,2026-09-02 22:21:27,receipt,,,2352,Paint Harnder,900,Gram,5.81,malikhashir85858@gmail.com,,,,,2932
TXN-260903-734,2026-09-02 22:21:27,receipt,,,2158,Epoxy Set,5900,Gram,7.79,malikhashir85858@gmail.com,,,,,2932
TXN-260903-735,2026-09-02 22:23:56,receipt,,,2352,Paint Harnder,900,Gram,5.81,malikhashir85858@gmail.com,,,,,2933
TXN-260903-736,2026-09-02 22:23:56,receipt,,,2354,Paint Matt Agent,900,Gram,5.19,malikhashir85858@gmail.com,,,,,2933
TXN-260903-737,2026-09-02 22:52:58,issue,bom,BS-SM-16382,2350,Paint Mixing,-150,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED,,,
TXN-260903-738,2026-09-02 22:52:58,issue,bom,BS-SM-16382,2764,Paint Mixing,-250,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED,,,
TXN-260903-739,2026-09-02 22:52:58,issue,bom,BS-SM-16382,2354,Paint Matt Agent,-200,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED,,,
TXN-260903-740,2026-09-02 22:52:58,issue,bom,BS-SM-16382,2352,Paint Harnder,-200,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED,,,
TXN-260903-741,2026-09-02 22:52:58,issue,bom,BS-SM-16382,2355,Paint Thinner,-125,Gram,1.67,malikhashir85858@gmail.com,,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED,,,
TXN-260903-742,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2158,Epoxy Set,-1500,Gram,7.79,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-743,2026-09-02 23:02:51,issue,bom,BS-SM-16382,1145,Epoxy Set,-300,Gram,3.8,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-744,2026-09-02 23:02:51,issue,bom,BS-SM-16382,244,Epoxy Set,-334,Gram,0.54,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-745,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2754,Paint Mixing,-10,Gram,7.78,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,PANTONE 289 C,,
TXN-260903-746,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2764,Paint Mixing,-30,Gram,6.04,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,PANTONE 289 C,,
TXN-260903-747,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2272,Paint Mixing,-150,Gram,9.04,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,PANTONE 289 C,,
TXN-260903-748,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,PANTONE 289 C,,
TXN-260903-749,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2354,Paint Matt Agent,-100,Gram,5.19,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-750,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2352,Paint Harnder,-100,Gram,5.81,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-751,2026-09-02 23:02:51,issue,bom,BS-SM-16382,2355,Paint Thinner,-100,Gram,1.67,malikhashir85858@gmail.com,HASHIR,Variance: SIGN IN 2 SHADES SO MIXING AGAINST 1 SHADES IS ISSUED | Re-issue: DUE TO 2 SHADES,,,
TXN-260903-752,2026-09-02 23:08:53,issue,bom,BS-US-2548 A,2214,Paint Mixing,-250,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-753,2026-09-02 23:08:53,issue,bom,BS-US-2548 A,2350,Paint Mixing,-350,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-754,2026-09-02 23:08:53,issue,bom,BS-US-2548 B,2214,Paint Mixing,-250,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-755,2026-09-02 23:08:53,issue,bom,BS-US-2548 B,2350,Paint Mixing,-350,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-756,2026-09-02 23:08:53,issue,bom,BS-US-2548 A,2352,Paint Harnder,-310,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-757,2026-09-02 23:08:53,issue,bom,BS-US-2548 B,2352,Paint Harnder,-310,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-758,2026-09-02 23:08:53,issue,bom,BS-US-2548 A,2195,Paint Matt Agent,-225,Gram,4.86,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-759,2026-09-02 23:08:53,issue,bom,BS-US-2548 B,2195,Paint Matt Agent,-225,Gram,4.86,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-760,2026-09-02 23:08:53,issue,bom,BS-US-2548 A,2404,Paint Thinner,-125,Gram,2.11,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-761,2026-09-02 23:08:53,issue,bom,BS-US-2548 B,2404,Paint Thinner,-125,Gram,2.11,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-762,2026-09-02 23:08:53,issue,bom,BS-US-2548 A,2247,Paint Binder,-125,Gram,7.41,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-763,2026-09-02 23:08:53,issue,bom,BS-US-2548 B,2247,Paint Binder,-125,Gram,7.41,malikhashir85858@gmail.com,,Variance: DUE TO BLACK SATIN MATT AGENT IEXTRA USED,,BATCH-260903-110853 (BS-US-2548 A + BS-US-2548 B),
TXN-260903-764,2026-09-02 23:24:37,issue,bom,BS-LHET-352,2350,Paint Mixing,-180,Gram,6.44,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-765,2026-09-02 23:24:37,issue,bom,BS-LHET-352,2354,Paint Matt Agent,-91,Gram,5.19,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-766,2026-09-02 23:24:37,issue,bom,BS-LHET-352,2352,Paint Harnder,-91,Gram,5.81,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-767,2026-09-02 23:24:37,issue,bom,BS-LHET-352,2404,Paint Thinner,-70,Gram,2.11,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-768,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2350,Paint Mixing,-122,Gram,6.44,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 9081 C,,
TXN-260903-769,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2764,Paint Mixing,-2,Gram,6.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 9081 C,,
TXN-260903-770,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2241,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 9081 C,,
TXN-260903-771,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2243,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 9081 C,,
TXN-260903-772,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2271,Paint Mixing,-8,Gram,9.04,malikhashir85858@gmail.com,,Variance: SIGN DONE,PANTONE 9081 C,,
TXN-260903-773,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2354,Paint Matt Agent,-64,Gram,5.19,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260903-774,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2352,Paint Harnder,-64,Gram,5.81,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260903-775,2026-09-02 23:28:12,issue,bom,BS-LHET-335,2404,Paint Thinner,-50,Gram,2.11,malikhashir85858@gmail.com,,Variance: SIGN DONE,,,
TXN-260903-776,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2699,Paint Mixing,-8,Gram,6.93,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-777,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2754,Paint Mixing,-6,Gram,7.78,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-778,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2253,Paint Mixing,-28,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-779,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2257,Paint Mixing,-40,Gram,9.2,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-780,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2271,Paint Mixing,-12,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-781,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2243,Paint Mixing,-2,Gram,9.04,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-782,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2764,Paint Mixing,-30,Gram,6.04,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-783,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2350,Paint Mixing,-48,Gram,6.44,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,PANTONE 7483 C,,
TXN-260903-784,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2354,Paint Matt Agent,-50,Gram,5.19,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,,,
TXN-260903-785,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2352,Paint Harnder,-50,Gram,5.81,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,,,
TXN-260903-786,2026-09-03 00:02:17,issue,bom,BS-SI-16521,2404,Paint Thinner,-60,Gram,2.11,malikhashir85858@gmail.com,,Variance: DUE TO 3 SHADES,,,
TXN-260903-787,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2764,Paint Mixing,-15,Gram,6.04,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-788,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2350,Paint Mixing,-77,Gram,6.44,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-789,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2243,Paint Mixing,-11,Gram,9.04,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-790,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2271,Paint Mixing,-24,Gram,9.04,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-791,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2257,Paint Mixing,-15,Gram,9.2,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-792,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2253,Paint Mixing,-2,Gram,9.04,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-793,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2754,Paint Mixing,-6,Gram,7.78,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-794,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2699,Paint Mixing,-3,Gram,6.93,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 4207C,,
TXN-260903-795,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2354,Paint Matt Agent,-50,Gram,5.19,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,,,
TXN-260903-796,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2352,Paint Harnder,-50,Gram,5.81,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,,,
TXN-260903-797,2026-09-03 00:05:35,issue,bom,BS-SI-16521,2404,Paint Thinner,-50,Gram,2.11,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,,,
TXN-260903-798,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2350,Paint Mixing,-25,Gram,6.44,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 2026 C,,
TXN-260903-799,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2271,Paint Mixing,-18,Gram,9.04,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 2026 C,,
TXN-260903-800,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2241,Paint Mixing,-1,Gram,9.04,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 2026 C,,
TXN-260903-801,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2257,Paint Mixing,-1,Gram,9.2,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 2026 C,,
TXN-260903-802,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2353,Paint Mixing,-51,Gram,12.42,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,PANTONE 2026 C,,
TXN-260903-803,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2354,Paint Matt Agent,-30,Gram,5.19,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,,,
TXN-260903-804,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2352,Paint Harnder,-30,Gram,5.81,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,,,
TXN-260903-805,2026-09-03 00:08:23,issue,bom,BS-SI-16521,2404,Paint Thinner,-40,Gram,2.11,malikhashir85858@gmail.com,HAHSIR,Variance: DUE TO 3 SHADES | Re-issue: DUE TO 3 SHADES,,,
TXN-260903-806,2026-09-03 00:11:05,issue,bom,BS-S.inc-16350,2764,Paint Mixing,-150,Gram,6.04,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-807,2026-09-03 00:11:05,issue,bom,BS-S.inc-16350,2350,Paint Mixing,-100,Gram,6.44,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-808,2026-09-03 00:11:05,issue,bom,BS-S.inc-16350,2354,Paint Matt Agent,-124,Gram,5.19,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-809,2026-09-03 00:11:05,issue,bom,BS-S.inc-16350,2352,Paint Harnder,-124,Gram,5.81,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-810,2026-09-03 00:11:05,issue,bom,BS-S.inc-16350,2404,Paint Thinner,-100,Gram,2.11,malikhashir85858@gmail.com,,Variance: NIGHT SIGN,,,
TXN-260903-811,2026-09-03 00:11:58,receipt,,,2355,Paint Thinner,3100,Gram,1.67,malikhashir85858@gmail.com,,,,,2933
TXN-260903-812,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2353,Paint Mixing,-20,Gram,12.42,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 4625 C,,
TXN-260903-813,2026-09-03 00:20:59,issue,bom,BS-SM-16462,2764,Paint Mixing,-59,Gram,6.04,malikhashir85858@gmail.com,,Variance: sign done,PANTONE 4625 C,,
